Flight Number,Airline,Destination,Class,Price ($),Status,Departure Time
FL9960,Air France,Paris,Business,974.92,Cancelled,03:12
FL6590,Emirates,Dubai,Economy,245.16,On Time,13:47
FL7026,Emirates,Dubai,First Class,4189.39,On Time,14:14
FL7017,Air Algerie,Madrid,Economy,81.37,Cancelled,14:37
FL6316,Emirates,Algiers,Economy,269.13,Delayed,05:12
FL3784,Air France,Doha,Economy,137.97,Delayed,12:56
FL2369,Emirates,Paris,Business,668.98,Cancelled,05:44
FL9345,Qatar Airways,Algiers,Economy,293.6,Cancelled,06:41
FL1659,Air France,Rome,Economy,227.68,Delayed,17:11
FL4195,ITA Airways,Madrid,First Class,1792.74,Cancelled,06:08
FL7393,Air Algerie,Doha,First Class,2811.24,On Time,19:09
FL2025,Lufthansa,New York,Economy,241.53,On Time,23:06
FL2837,Air Algerie,Madrid,Business,779.4,Delayed,21:46
FL2614,Kuwait Airways,Berlin,First Class,2472.15,Cancelled,06:02
FL2948,Kuwait Airways,Algiers,First Class,4911.24,Cancelled,07:40
FL9312,Emirates,Madrid,Business,588.04,On Time,17:42
FL2582,Qatar Airways,Paris,First Class,4858.35,Cancelled,02:40
FL4285,Qatar Airways,Paris,Economy,82.88,On Time,23:17
FL6774,Qatar Airways,Kuwait City,First Class,4780.12,Delayed,01:20
FL2483,Qatar Airways,New York,Business,893.35,On Time,09:43
FL1597,Emirates,Madrid,Economy,172.91,Delayed,22:59
FL8743,Air Algerie,Dubai,First Class,2398.2,Delayed,09:53
FL9090,Air France,Paris,Business,623.75,Cancelled,03:14
FL4299,Air Algerie,Kuwait City,Economy,64.06,Delayed,05:59
FL4889,Lufthansa,Algiers,Business,462.18,On Time,04:10
FL2438,Lufthansa,Berlin,Economy,211.4,On Time,16:22
FL9158,Qatar Airways,Kuwait City,Economy,64.73,On Time,04:14
FL5645,Air Algerie,Madrid,Business,691.21,Cancelled,17:23
FL2433,Air France,Algiers,Business,578.9,On Time,11:50
FL7614,Air France,Berlin,Business,585.12,On Time,02:02
FL5370,Air Algerie,Paris,Economy,78.02,Cancelled,19:37
FL4610,Qatar Airways,New York,Economy,236.54,On Time,18:55
FL3063,Emirates,Algiers,Business,409.35,Delayed,04:48
FL4366,Air Algerie,Rome,Economy,172.88,On Time,23:52
FL6267,Qatar Airways,Madrid,First Class,4505.72,Cancelled,15:21
FL1560,Air France,Rome,Economy,238.44,Cancelled,15:36
FL9959,Kuwait Airways,Kuwait City,Business,689.76,Cancelled,05:46
FL2353,Qatar Airways,New York,Business,511.7,Delayed,21:26
FL2596,Air France,New York,First Class,2752.11,On Time,18:59
FL4753,Emirates,Madrid,Business,425.24,Cancelled,11:17
FL9667,Air France,Berlin,First Class,4292.41,Delayed,16:00
FL3055,Qatar Airways,Madrid,Business,523.91,Delayed,22:45
FL3871,ITA Airways,Paris,Economy,218.69,On Time,17:48
FL3502,Emirates,Berlin,First Class,2185.37,Cancelled,22:50
FL6883,Air France,Rome,Business,500.19,On Time,02:22
FL5902,Lufthansa,Kuwait City,Economy,54.04,On Time,14:37
FL7116,Kuwait Airways,Kuwait City,First Class,3141.12,On Time,12:13
FL5635,Air Algerie,New York,First Class,3595.64,Cancelled,10:31
FL4520,Lufthansa,Kuwait City,Economy,270.63,Delayed,06:56
FL8032,Lufthansa,Paris,Economy,111.57,Cancelled,21:24
FL2875,Kuwait Airways,Paris,Business,844.81,Cancelled,06:13
FL3212,Air Algerie,Dubai,First Class,3107.06,On Time,19:57
FL6510,Kuwait Airways,Kuwait City,Business,714.3,Cancelled,06:57
FL4751,Air Algerie,Berlin,Business,649.83,Cancelled,04:27
FL4541,ITA Airways,Paris,First Class,4939.01,On Time,09:25
FL3994,Air Algerie,Algiers,First Class,4739.2,On Time,13:06
FL7825,Air France,Dubai,First Class,1393.37,Delayed,11:13
FL3045,Kuwait Airways,Berlin,Business,813.19,On Time,18:06
FL6706,ITA Airways,Madrid,Business,400.63,Cancelled,00:40
FL6877,Air Algerie,Madrid,First Class,4431.13,Delayed,04:34
FL5279,Air Algerie,Berlin,Business,754.33,On Time,01:09
FL5754,Qatar Airways,Algiers,Economy,122.82,Delayed,15:42
FL8941,Qatar Airways,Berlin,Business,928.19,Delayed,10:29
FL2282,Lufthansa,New York,First Class,4517.14,Cancelled,04:52
FL6368,Air France,Rome,Economy,214.86,Delayed,20:47
FL7795,ITA Airways,New York,Economy,70.53,Cancelled,01:49
FL6369,Kuwait Airways,Kuwait City,Business,909.56,Delayed,14:47
FL8994,Qatar Airways,Paris,First Class,2327.44,On Time,02:44
FL7680,ITA Airways,Rome,Business,739.23,Cancelled,04:17
FL3824,Emirates,Algiers,Business,659.42,On Time,04:36
FL5295,ITA Airways,Paris,First Class,3885.23,On Time,23:02
FL8616,ITA Airways,Doha,Business,918.09,Delayed,17:40
FL3681,Qatar Airways,Paris,Economy,210.26,Delayed,09:00
FL9813,Air France,New York,Business,876.3,On Time,07:51
FL4207,Qatar Airways,Paris,Business,974.63,Delayed,03:26
FL5323,Emirates,Doha,Economy,83.49,Delayed,11:42
FL6518,Air France,Kuwait City,First Class,2038.82,Delayed,14:25
FL5093,ITA Airways,Paris,Business,864.35,On Time,07:56
FL6165,Lufthansa,Doha,Economy,93.08,Delayed,12:29
FL6841,Lufthansa,Doha,Economy,57.91,Cancelled,03:37
FL8343,Air France,Doha,Business,518.81,Delayed,07:51
FL1034,Emirates,Rome,Business,858.41,Cancelled,13:21
FL1107,ITA Airways,Paris,Economy,66.52,On Time,11:44
FL4625,ITA Airways,Madrid,Economy,192.27,Delayed,19:32
FL6208,Emirates,Paris,Economy,271.37,Cancelled,03:25
FL9613,Air Algerie,Rome,Economy,67.15,Delayed,10:57
FL7854,Air France,Berlin,Economy,286.27,On Time,18:21
FL9548,Lufthansa,Rome,Business,763.57,Delayed,21:25
FL8130,Air France,Madrid,Business,712.18,Delayed,22:39
FL8857,Air Algerie,Rome,Economy,252.17,Cancelled,00:53
FL8303,ITA Airways,Rome,Business,688.3,Delayed,03:46
FL3193,Emirates,Doha,Business,508.89,On Time,07:04
FL9059,Air France,Doha,Business,588.63,On Time,01:39
FL6287,Air France,Dubai,Economy,71.82,Delayed,15:19
FL4251,Emirates,Rome,Business,775.72,On Time,04:19
FL9984,Qatar Airways,Madrid,Business,774.67,On Time,19:48
FL2663,Air Algerie,Algiers,Business,782.27,Delayed,07:25
FL2035,Qatar Airways,Kuwait City,First Class,2248.33,Cancelled,00:10
FL5415,Kuwait Airways,Dubai,Business,622.66,Delayed,08:54
FL2500,Kuwait Airways,Dubai,First Class,2114.5,Cancelled,17:18
FL5558,Kuwait Airways,Rome,Business,848.75,On Time,20:55
FL3848,Lufthansa,Algiers,Economy,68.1,On Time,20:28
FL5220,Air Algerie,Berlin,Economy,275.85,Delayed,21:53
FL2587,ITA Airways,Doha,Business,466.62,Delayed,00:49
FL2784,Qatar Airways,Berlin,First Class,2384.69,Cancelled,04:23
FL2850,Lufthansa,New York,Business,889.83,Delayed,18:52
FL4132,Air France,Kuwait City,Economy,174.23,On Time,13:35
FL4057,ITA Airways,Madrid,Economy,169.35,On Time,12:47
FL1135,Lufthansa,Kuwait City,Economy,272.77,On Time,20:17
FL1245,Qatar Airways,Madrid,Economy,211.12,Delayed,05:58
FL6129,ITA Airways,Paris,Business,783.14,Cancelled,02:02
FL6930,Lufthansa,Berlin,Business,895.74,Cancelled,09:44
FL4220,Air France,New York,Business,410.73,Delayed,22:29
FL3197,Qatar Airways,Madrid,Economy,290.55,Delayed,23:23
FL3985,Qatar Airways,Madrid,Business,826.87,Delayed,17:51
FL5536,Air Algerie,Paris,Business,454.03,Cancelled,16:48
FL2868,ITA Airways,New York,First Class,4651.07,On Time,14:30
FL7330,Emirates,Algiers,Economy,102.21,On Time,13:06
FL4673,Emirates,Algiers,Economy,268.11,Cancelled,18:16
FL4776,Air Algerie,Rome,Economy,280.46,Delayed,09:37
FL3371,Air France,Paris,First Class,3121.42,On Time,00:38
FL3726,Air France,Kuwait City,Economy,267.36,Cancelled,18:37
FL6587,Emirates,Dubai,First Class,2632.78,On Time,11:42
FL5934,Air France,New York,First Class,2315.3,On Time,06:52
FL6295,ITA Airways,Rome,First Class,3360.52,Delayed,16:05
FL2462,Air Algerie,Kuwait City,Economy,248.82,Cancelled,17:41
FL8167,Kuwait Airways,New York,Economy,272.58,Delayed,14:20
FL4560,ITA Airways,Algiers,Economy,167.87,Delayed,12:51
FL8304,Kuwait Airways,Dubai,Business,930.63,Delayed,00:56
FL9544,ITA Airways,Berlin,First Class,3508.2,Delayed,04:29
FL8429,Kuwait Airways,Madrid,Business,696.92,Cancelled,17:40
FL8375,Lufthansa,Madrid,First Class,1313.71,On Time,20:56
FL1584,Emirates,Paris,First Class,1847.89,On Time,19:13
FL7387,Air France,Rome,First Class,4905.92,Cancelled,17:04
FL7539,Qatar Airways,Kuwait City,Economy,290.23,Delayed,18:33
FL7719,Air Algerie,Berlin,Economy,278.29,On Time,20:02
FL6700,Emirates,Paris,Business,525.14,Cancelled,15:42
FL4794,Air France,Paris,First Class,4447.86,Delayed,17:18
FL3287,Air France,Berlin,First Class,3814.68,Cancelled,09:25
FL9477,Emirates,Algiers,Business,889.16,Delayed,12:12
FL3504,Qatar Airways,Madrid,First Class,1775.46,On Time,17:52
FL6658,Lufthansa,Doha,Economy,135.32,On Time,23:18
FL6840,Lufthansa,Rome,First Class,3283.95,On Time,13:39
FL3778,Lufthansa,Doha,Business,942.26,On Time,13:01
FL4413,ITA Airways,Dubai,First Class,3383.35,Cancelled,09:52
FL7639,Qatar Airways,New York,First Class,3766.57,On Time,06:33
FL2552,Qatar Airways,Kuwait City,Business,478.98,On Time,12:11
FL8276,Air Algerie,Berlin,Business,655.78,Cancelled,03:14
FL5876,Air France,New York,Economy,109.4,Cancelled,03:22
FL4383,Qatar Airways,Madrid,Economy,209.59,Cancelled,01:35
FL9187,Emirates,Berlin,First Class,2486.0,Delayed,21:16
FL8549,Emirates,Paris,Business,592.52,Delayed,16:39
FL1737,Qatar Airways,Kuwait City,Economy,160.4,Delayed,12:26
FL7440,Qatar Airways,Madrid,Economy,90.01,Cancelled,17:58
FL4294,Air Algerie,Madrid,Economy,193.18,Cancelled,20:19
FL6523,Kuwait Airways,Doha,Business,751.22,On Time,13:48
FL9488,Kuwait Airways,Doha,Economy,275.38,Delayed,17:10
FL2729,Air France,Kuwait City,Business,450.87,On Time,12:29
FL5834,Air France,Rome,First Class,4430.88,On Time,03:09
FL3495,ITA Airways,Paris,Economy,270.56,Cancelled,05:26
FL4383,Air France,Paris,Economy,95.73,Delayed,22:56
FL9716,ITA Airways,New York,First Class,3380.13,On Time,07:58
FL7442,Air France,Madrid,Economy,170.6,Delayed,05:01
FL5407,Air Algerie,Paris,First Class,4377.07,Delayed,05:01
FL5077,Emirates,New York,Business,745.93,On Time,15:39
FL7467,Emirates,Kuwait City,Economy,151.42,Cancelled,12:22
FL2926,Qatar Airways,Doha,Economy,240.77,Delayed,05:53
FL8307,Kuwait Airways,Doha,Business,725.27,Delayed,06:02
FL5915,ITA Airways,Berlin,Economy,70.27,Cancelled,00:25
FL3339,ITA Airways,Paris,First Class,3900.44,On Time,22:09
FL1902,Kuwait Airways,New York,Business,518.55,Delayed,01:15
FL7258,Kuwait Airways,Doha,Economy,163.94,On Time,17:49
FL3957,Qatar Airways,Doha,Economy,179.93,Delayed,00:12
FL1196,Lufthansa,Dubai,Economy,251.63,On Time,03:36
FL7833,Air Algerie,Paris,First Class,4657.22,Cancelled,17:36
FL3560,Emirates,Rome,Economy,101.01,Delayed,18:21
FL5897,Air Algerie,Berlin,Economy,238.77,Delayed,05:01
FL1437,Lufthansa,Algiers,Economy,258.21,Delayed,16:43
FL3580,Air Algerie,New York,First Class,2997.27,Cancelled,17:02
FL2749,Kuwait Airways,Dubai,First Class,3573.82,Delayed,21:59
FL4513,Air Algerie,Madrid,Business,779.12,Delayed,01:33
FL4926,Qatar Airways,Madrid,Business,928.81,On Time,19:08
FL9081,Lufthansa,Madrid,Business,671.52,Delayed,19:01
FL6375,ITA Airways,Dubai,Economy,264.31,On Time,19:36
FL5491,Air Algerie,Berlin,First Class,4783.73,On Time,21:58
FL4765,Qatar Airways,Rome,First Class,4747.47,Cancelled,21:19
FL8829,ITA Airways,Paris,First Class,3720.17,On Time,11:44
FL3631,Air Algerie,Rome,Business,625.79,Cancelled,09:15
FL9686,Air France,Paris,Business,712.56,Cancelled,08:17
FL2622,Air Algerie,Madrid,Business,424.95,Delayed,17:56
FL4244,Qatar Airways,Dubai,Economy,166.74,Delayed,16:35
FL2407,Lufthansa,Algiers,Business,409.1,Delayed,09:44
FL7477,Air Algerie,Paris,First Class,3162.01,Cancelled,06:27
FL5228,Qatar Airways,Berlin,Economy,139.6,Delayed,12:17
FL3082,Qatar Airways,New York,Business,773.57,Cancelled,17:44
FL3561,Qatar Airways,Doha,Economy,252.17,On Time,10:30
FL8426,ITA Airways,Rome,First Class,1728.61,On Time,04:07
FL1740,Qatar Airways,Rome,Economy,191.91,Delayed,14:58
FL5746,Qatar Airways,Rome,Economy,103.33,On Time,21:48
FL2904,ITA Airways,Berlin,Economy,50.26,On Time,06:54
FL1600,Lufthansa,New York,Business,462.71,Cancelled,16:58
FL3595,Kuwait Airways,Doha,Business,962.62,Cancelled,16:48
FL8509,Lufthansa,Kuwait City,First Class,2849.32,Delayed,14:02
FL2235,Qatar Airways,Rome,Business,646.15,Delayed,21:07
FL9987,Air France,Kuwait City,Business,807.35,Cancelled,11:05
FL9329,Kuwait Airways,Madrid,Business,501.87,Delayed,16:37
FL2974,Kuwait Airways,Kuwait City,Business,696.51,Cancelled,02:41
FL4857,Kuwait Airways,Doha,Business,929.86,Delayed,06:38
FL8211,Qatar Airways,Rome,Business,749.41,Cancelled,22:31
FL2163,Lufthansa,Kuwait City,Economy,140.51,Cancelled,17:22
FL7560,Air Algerie,Rome,First Class,3285.43,On Time,07:42
FL5948,Air France,Rome,First Class,1371.42,On Time,20:47
FL4315,Air Algerie,Madrid,Economy,298.0,Delayed,18:47
FL1256,Air Algerie,Doha,Business,661.92,Cancelled,17:26
FL5137,Kuwait Airways,New York,First Class,4907.87,On Time,14:49
FL5163,Air Algerie,Dubai,Business,617.98,On Time,23:37
FL1011,Lufthansa,Rome,Business,754.19,On Time,05:36
FL8988,Qatar Airways,Kuwait City,Economy,184.74,On Time,20:34
FL7828,Air France,Algiers,First Class,1530.61,Cancelled,15:34
FL5109,Lufthansa,Paris,First Class,3170.66,On Time,10:36
FL8398,Lufthansa,Madrid,First Class,2330.72,Cancelled,20:54
FL2291,Air Algerie,Berlin,Economy,214.33,Delayed,17:01
FL5961,Air France,New York,Business,627.28,Cancelled,10:23
FL3549,Air France,Doha,Business,561.85,Cancelled,17:46
FL7584,Air Algerie,Kuwait City,First Class,3115.18,Delayed,10:17
FL8149,Qatar Airways,Rome,Business,401.56,Delayed,10:20
FL3120,Kuwait Airways,Kuwait City,Economy,209.07,Delayed,07:08
FL5917,ITA Airways,Kuwait City,Economy,130.1,On Time,00:39
FL9540,ITA Airways,Doha,First Class,3126.37,On Time,13:47
FL9223,ITA Airways,New York,Economy,172.39,Cancelled,03:23
FL5754,Emirates,Doha,Business,958.51,Delayed,18:28
FL3240,ITA Airways,Dubai,Economy,288.28,Delayed,01:06
FL1326,Air France,New York,Economy,120.64,On Time,21:39
FL2317,Air Algerie,New York,Economy,125.97,Delayed,19:09
FL1397,Emirates,Rome,Economy,159.75,Delayed,20:51
FL9854,Kuwait Airways,Kuwait City,First Class,3711.42,Delayed,02:30
FL4285,Qatar Airways,Paris,First Class,2777.33,Delayed,19:59
FL4296,Lufthansa,Doha,First Class,1486.95,On Time,17:00
FL6691,Air Algerie,Paris,Business,465.5,Cancelled,22:20
FL5268,Air Algerie,Algiers,Economy,238.96,Cancelled,01:19
FL4687,Kuwait Airways,Dubai,Economy,79.1,Cancelled,06:36
FL9630,Qatar Airways,New York,First Class,4154.43,Delayed,22:31
FL4396,Kuwait Airways,Algiers,Business,562.67,Delayed,02:17
FL1959,Lufthansa,Algiers,Economy,256.4,Delayed,02:25
FL8390,Qatar Airways,Doha,Business,832.88,On Time,08:46
FL5456,Kuwait Airways,Algiers,First Class,2360.31,Delayed,10:00
FL2031,Air Algerie,New York,Economy,83.59,Delayed,12:54
FL1214,Emirates,New York,Economy,94.03,Delayed,09:14
FL1440,Air France,Algiers,Business,409.91,Cancelled,19:21
FL9695,Qatar Airways,Paris,Business,701.49,Cancelled,12:52
FL7977,Lufthansa,Paris,Business,840.73,Delayed,07:20
FL4750,Air Algerie,Kuwait City,Economy,211.66,Delayed,12:05
FL2047,Air Algerie,Dubai,Economy,224.53,On Time,22:00
FL1436,Air France,Madrid,Business,972.45,Delayed,02:10
FL8707,Qatar Airways,New York,First Class,3438.82,Delayed,13:42
FL3494,ITA Airways,Kuwait City,Business,641.52,Cancelled,20:15
FL7904,Lufthansa,Berlin,Economy,280.78,Delayed,13:07
FL3862,Kuwait Airways,Doha,First Class,2159.58,Delayed,01:11
FL2305,Air Algerie,Doha,Economy,108.96,Delayed,01:16
FL8741,ITA Airways,Kuwait City,Business,801.81,Delayed,00:21
FL7982,ITA Airways,New York,Business,685.51,Delayed,22:19
FL6445,Air Algerie,Algiers,Business,503.13,Delayed,17:33
FL9671,Qatar Airways,Dubai,First Class,1555.13,Cancelled,04:19
FL4747,Lufthansa,New York,Business,549.69,Cancelled,23:29
FL5822,Kuwait Airways,Berlin,Economy,285.22,Cancelled,18:41
FL2205,Qatar Airways,Madrid,Economy,81.26,On Time,12:19
FL5895,Emirates,Paris,Business,476.53,Delayed,13:44
FL6835,Air France,Algiers,Economy,103.01,On Time,08:24
FL4943,Qatar Airways,Kuwait City,Business,856.53,Cancelled,20:09
FL6586,Lufthansa,Berlin,Economy,56.46,Cancelled,04:03
FL1668,Lufthansa,Berlin,First Class,4812.77,Delayed,04:36
FL4087,Lufthansa,Berlin,Business,750.38,Delayed,00:08
FL6379,Emirates,Doha,First Class,1839.75,Cancelled,03:16
FL1208,Qatar Airways,Kuwait City,Economy,237.99,On Time,03:04
FL2957,Kuwait Airways,Berlin,First Class,2174.0,On Time,13:20
FL5046,Qatar Airways,Algiers,Economy,60.36,Delayed,17:18
FL9099,Emirates,Berlin,Economy,174.46,Cancelled,08:49
FL2278,Air France,Paris,Business,729.41,On Time,19:42
FL7994,Qatar Airways,Paris,First Class,4961.52,Cancelled,13:28
FL8788,Air Algerie,Kuwait City,First Class,4021.28,Cancelled,21:24
FL3155,Kuwait Airways,Kuwait City,Economy,254.41,Cancelled,18:53
FL4573,Kuwait Airways,Madrid,Economy,189.8,Delayed,13:28
FL3044,Lufthansa,Rome,Economy,193.21,Delayed,14:55
FL4064,Air France,Berlin,First Class,4635.4,Delayed,23:23
FL3206,Kuwait Airways,Berlin,Business,603.61,Cancelled,03:16
FL7073,Emirates,Algiers,First Class,2087.11,On Time,04:39
FL7694,Air France,Algiers,Business,751.77,On Time,11:54
FL4262,Kuwait Airways,Rome,Economy,294.02,On Time,21:32
FL9141,Emirates,Berlin,First Class,4271.5,Delayed,17:26
FL8747,Qatar Airways,Berlin,Business,711.96,On Time,19:28
FL4883,Air Algerie,Paris,Economy,132.16,Delayed,07:11
FL1722,Air Algerie,New York,Business,760.57,Delayed,18:05
FL5329,Air Algerie,Berlin,Business,663.2,Delayed,03:25
FL8877,Lufthansa,Doha,Business,984.23,On Time,15:33
FL3299,Kuwait Airways,Algiers,First Class,3137.69,Delayed,12:59
FL4225,Air Algerie,Berlin,Business,583.15,On Time,20:58
FL2420,Air Algerie,Madrid,Economy,195.65,On Time,18:04
FL5287,Emirates,Dubai,Economy,192.11,Cancelled,20:56
FL4282,ITA Airways,Paris,First Class,4111.87,Cancelled,19:16
FL4329,Air Algerie,Dubai,First Class,3996.36,On Time,12:11
FL6930,ITA Airways,Paris,Economy,275.03,Delayed,23:23
FL1091,ITA Airways,Paris,Economy,52.27,On Time,03:08
FL7763,Kuwait Airways,Berlin,Economy,59.11,Delayed,17:51
FL5368,Emirates,Madrid,First Class,3819.38,Cancelled,11:12
FL2763,ITA Airways,New York,Business,691.08,Cancelled,00:05
FL2208,Air France,Paris,First Class,1520.81,Cancelled,07:39
FL5150,Qatar Airways,Berlin,First Class,1542.41,Cancelled,03:38
FL7131,Air France,New York,Economy,97.89,Delayed,03:04
FL5619,Air France,Dubai,First Class,1773.06,Cancelled,04:59
FL5581,Kuwait Airways,Madrid,Economy,96.39,Delayed,08:58
FL6550,Emirates,Kuwait City,Economy,286.94,On Time,14:56
FL3222,Lufthansa,Kuwait City,First Class,4831.63,Cancelled,23:22
FL1578,Kuwait Airways,Doha,Economy,68.16,Delayed,10:51
FL4653,Qatar Airways,Berlin,First Class,3702.47,Delayed,02:15
FL4226,Emirates,Berlin,Economy,109.85,Cancelled,20:58
FL3466,Air France,Kuwait City,Economy,59.47,Cancelled,15:11
FL5355,Emirates,Kuwait City,First Class,1656.22,Delayed,17:42
FL8460,Air Algerie,Berlin,Economy,178.81,Cancelled,15:01
FL5411,Qatar Airways,Berlin,First Class,4100.99,On Time,02:11
FL9406,Emirates,Doha,Economy,194.34,Cancelled,00:15
FL5476,Air Algerie,New York,Economy,137.43,Cancelled,05:50
FL1192,Kuwait Airways,Berlin,Economy,267.15,On Time,17:45
FL7397,Lufthansa,New York,Economy,210.88,On Time,09:49
FL1693,Air France,Madrid,First Class,3299.83,Delayed,21:57
FL1774,Emirates,Algiers,Economy,206.34,Delayed,18:11
FL1987,Air France,Kuwait City,First Class,2257.34,Cancelled,11:40
FL8194,ITA Airways,Paris,Economy,98.86,Cancelled,12:23
FL6224,Kuwait Airways,Algiers,Economy,97.36,Delayed,22:00
FL3761,Qatar Airways,New York,First Class,3984.93,On Time,11:06
FL9480,Kuwait Airways,Rome,First Class,2260.75,On Time,20:36
FL1850,ITA Airways,Berlin,First Class,2155.58,Delayed,10:21
FL7382,Air France,Algiers,Economy,191.48,On Time,18:53
FL9338,Air Algerie,Rome,Economy,234.49,Delayed,03:24
FL6829,Air France,Doha,First Class,1790.86,Cancelled,19:19
FL2931,Emirates,Rome,Economy,264.13,On Time,11:08
FL9149,ITA Airways,Doha,Economy,279.68,Delayed,17:50
FL2960,Qatar Airways,Paris,Business,747.82,Cancelled,21:49
FL2250,Air Algerie,Berlin,First Class,4661.37,On Time,22:00
FL8868,ITA Airways,Doha,Economy,93.52,Cancelled,02:54
FL6818,Lufthansa,Rome,Business,566.87,Delayed,13:56
FL7041,Qatar Airways,Rome,First Class,2282.3,Delayed,15:25
FL6872,Air Algerie,Rome,First Class,1358.27,Cancelled,13:27
FL3466,Emirates,Rome,First Class,1427.03,Delayed,18:37
FL2328,ITA Airways,Madrid,First Class,3113.68,Cancelled,17:13
FL9042,Kuwait Airways,Madrid,Economy,201.75,On Time,11:09
FL4539,ITA Airways,Paris,Business,426.94,Delayed,05:01
FL8456,Air Algerie,Doha,First Class,3061.49,Delayed,20:34
FL8103,Qatar Airways,Paris,First Class,3058.51,On Time,06:50
FL6683,ITA Airways,Doha,Business,437.41,On Time,16:07
FL2343,Lufthansa,Madrid,First Class,3842.23,On Time,18:53
FL9893,Air Algerie,Doha,Business,563.2,Cancelled,15:47
FL3238,Air Algerie,Dubai,First Class,4556.11,Cancelled,07:11
FL7116,Air Algerie,Kuwait City,Business,680.25,Cancelled,14:20
FL2330,Air France,Dubai,Business,849.35,Cancelled,06:02
FL8931,Lufthansa,Berlin,First Class,2885.73,Cancelled,10:18
FL7422,Air Algerie,Algiers,Business,861.27,Cancelled,11:48
FL1580,ITA Airways,Berlin,Economy,109.53,On Time,16:35
FL9051,Air France,Rome,Business,891.93,On Time,11:15
FL4764,Qatar Airways,Paris,First Class,1924.42,On Time,12:27
FL8891,Lufthansa,Paris,Business,830.49,On Time,11:09
FL1409,Kuwait Airways,Madrid,Economy,99.8,Delayed,22:39
FL7703,Kuwait Airways,Berlin,Business,920.48,Cancelled,04:33
FL3949,Qatar Airways,Algiers,Economy,287.41,Cancelled,20:10
FL5176,ITA Airways,Paris,Economy,83.1,Delayed,09:02
